Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
response to light stimulus (GO:0009416)	2/61	0.5078566495688538	0.6890717180391719	0	0	1.188340944616422	0.8051676049410341	GPR88;DTL
O-glycan processing (GO:0016266)	2/61	0.5078566495688538	0.6890717180391719	0	0	1.188340944616422	0.8051676049410341	GALNT12;MUC1
supramolecular fiber organization (GO:0097435)	10/351	0.5113330417455141	0.6934007597957614	0	0	1.027953402028572	0.6894834574893937	KIF18B;CALB1;STMN1;CORO6;KIF14;SAA1;KIF24;CAPN3;EMP2;KIF2C
regulation of neurogenesis (GO:0050767)	2/62	0.5165518854191169	0.6954249117049921	0	0	1.168474984930681	0.7718706676624181	CX3CR1;IL6
double-strand break repair via nonhomologous end joining (GO:0006303)	2/62	0.5165518854191169	0.6954249117049921	0	0	1.168474984930681	0.7718706676624181	POLQ;BRCA1
regulation of chondrocyte differentiation (GO:0032330)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PKDCC
clathrin-dependent endocytosis (GO:0072583)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	SIGLEC1
DNA modification (GO:0006304)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	NEIL3
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	E2F1
regulation of regulatory T cell differentiation (GO:0045589)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	LILRB2
hippo signaling (GO:0035329)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	AMOTL2
RNA polyadenylation (GO:0043631)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PNPT1
snRNA processing (GO:0016180)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	INTS6L
lamellipodium assembly (GO:0030032)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PTPRO
membrane depolarization during action potential (GO:0086010)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	SLC8A1
metanephros development (GO:0001656)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PKD2
mononuclear cell differentiation (GO:1903131)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	IFI16
mRNA polyadenylation (GO:0006378)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PNPT1
negative regulation of cell development (GO:0010721)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	IL6
negative regulation of interleukin-1 beta production (GO:0032691)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	CX3CR1
negative regulation of protein localization to membrane (GO:1905476)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	GBP1
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	LAMP3
positive regulation of histone methylation (GO:0031062)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	BRCA1
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	PSRC1
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/26	0.5191321166932155	0.6954249117049921	0	0	1.4021660649819494	0.9192556807703807	E2F1
response to UV (GO:0009411)	3/99	0.5208602284085879	0.6973548091165752	0	0	1.0953917572463767	0.7144950688564989	DTL;CDC25A;AURKB
amyloid fibril formation (GO:1990000)	2/63	0.5251445414087447	0.7015422122563957	0	0	1.1492603681854563	0.7402176145672892	CALB1;SAA1
cellular response to reactive oxygen species (GO:0034614)	2/63	0.5251445414087447	0.7015422122563957	0	0	1.1492603681854563	0.7402176145672892	IL6;PKD2
negative regulation of endopeptidase activity (GO:0010951)	2/63	0.5251445414087447	0.7015422122563957	0	0	1.1492603681854563	0.7402176145672892	IFI16;SERPINB9
positive regulation of DNA metabolic process (GO:0051054)	2/63	0.5251445414087447	0.7015422122563957	0	0	1.1492603681854563	0.7402176145672892	RAD51;BRCA1
organic acid transport (GO:0015849)	3/100	0.5276403031087173	0.7044883738809842	0	0	1.0840430300313761	0.6930725819903055	SLC46A1;SLC26A1;SLC16A8
protein peptidyl-prolyl isomerization (GO:0000413)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	PPWD1
regulation of cardiac muscle cell contraction (GO:0086004)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	PDE4B
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	VCAN
release of sequestered calcium ion into cytosol (GO:0051209)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	PKD2
response to glucocorticoid (GO:0051384)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	IL6
monocarboxylic acid catabolic process (GO:0072329)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	LPIN3
negative regulation of actin filament bundle assembly (GO:0032232)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	STMN1
negative regulation of cation channel activity (GO:2001258)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	PKD2
negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	STAP1
negative regulation of protein polymerization (GO:0032272)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	STMN1
positive regulation of erythrocyte differentiation (GO:0045648)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	STAT1
positive regulation of gene silencing by miRNA (GO:2000637)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	IL6
positive regulation of mitotic cell cycle (GO:0045931)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	CCNB1
positive regulation of toll-like receptor signaling pathway (GO:0034123)	1/27	0.5324935373558488	0.7055321254097702	0	0	1.3481671757845044	0.8495940817111208	RSAD2
plasma membrane organization (GO:0007009)	2/64	0.5336336066860531	0.7062712110312955	0	0	1.1306655777868517	0.71010977334662	PLSCR1;PLSCR4
pre-replicative complex assembly (GO:0036388)	2/64	0.5336336066860531	0.7062712110312955	0	0	1.1306655777868517	0.71010977334662	ORC6;ORC1
cellular response to chemical stress (GO:0062197)	3/101	0.5343668380164921	0.7068560245518047	0	0	1.0729259094942325	0.6723733908672838	PNPT1;CYBB;PKD2
mitochondrion organization (GO:0007005)	5/175	0.5367707003139336	0.709648893167086	0	0	1.0307486631016043	0.6413156116606699	PNPT1;MX2;MX1;IFIT2;TYMP
protein O-linked glycosylation (GO:0006493)	3/102	0.5410388982028767	0.7099490468945683	0	0	1.0620333772507686	0.6523689789414598	GALNT12;MUC1;POGLUT3
intrinsic apoptotic signaling pathway (GO:0097193)	3/102	0.5410388982028767	0.7099490468945683	0	0	1.0620333772507686	0.6523689789414598	IFI16;E2F1;BRCA1
regulation of cellular catabolic process (GO:0031329)	2/65	0.5420182050809187	0.7099490468945683	0	0	1.1126610981945522	0.6814556199592965	IFI16;LAMP3
chemical homeostasis (GO:0048878)	2/65	0.5420182050809187	0.7099490468945683	0	0	1.1126610981945522	0.6814556199592965	CETP;AQP9
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	2/65	0.5420182050809187	0.7099490468945683	0	0	1.1126610981945522	0.6814556199592965	PTGIR;CCL2
steroid biosynthetic process (GO:0006694)	2/65	0.5420182050809187	0.7099490468945683	0	0	1.1126610981945522	0.6814556199592965	CH25H;CYP7B1
amide transport (GO:0042886)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	SLC46A1
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CLEC7A
calcium ion import (GO:0070509)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	SLC8A1
carbohydrate derivative biosynthetic process (GO:1901137)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	RRM2
cytosolic calcium ion transport (GO:0060401)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	SLC8A1
regulation of muscle contraction (GO:0006937)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	MYBPC3
regulation of phosphatase activity (GO:0010921)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CDK5RAP3
regulation of protein transport (GO:0051223)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	SAA1
regulation of sodium ion transmembrane transport (GO:1902305)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	FXYD6
sarcomere organization (GO:0045214)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CAPN3
leukocyte cell-cell adhesion (GO:0007159)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	VCAM1
sulfur compound transport (GO:0072348)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	SLC26A1
macromolecule catabolic process (GO:0009057)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CAPN3
T cell activation involved in immune response (GO:0002286)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	IFNB1
mucosal immune response (GO:0002385)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	FFAR2
negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	PKD2
positive regulation of cell communication (GO:0010647)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CD80
positive regulation of fibroblast proliferation (GO:0048146)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	E2F1
positive regulation of microtubule polymerization (GO:0031116)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	PSRC1
positive regulation of monooxygenase activity (GO:0032770)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	S100A1
positive regulation of response to wounding (GO:1903036)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	CLEC7A
protein localization to cell surface (GO:0034394)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	EMP2
protein localization to Golgi apparatus (GO:0034067)	1/28	0.545484346006379	0.7099490468945683	0	0	1.2981682043053884	0.7867953050538898	GBP5
negative regulation of multicellular organismal process (GO:0051241)	6/214	0.5473426562913178	0.7116041179864614	0	0	1.010771332492644	0.6091719136627595	DLX1;ID1;PTPRO;APOA2;BRCA2;TLR4
positive regulation of GTPase activity (GO:0043547)	6/214	0.5473426562913178	0.7116041179864614	0	0	1.010771332492644	0.6091719136627595	CCL13;CCL8;CCL7;CCL2;CCL1;RGS8
regulation of protein localization (GO:0032880)	2/66	0.5502975882518721	0.7146798442714357	0	0	1.0952192585895117	0.6541701671931425	TRIM14;TRIM22
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	2/66	0.5502975882518721	0.7146798442714357	0	0	1.0952192585895117	0.6541701671931425	CDK5RAP3;AURKB
regulation of fatty acid biosynthetic process (GO:0042304)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	BRCA1
lamellipodium organization (GO:0097581)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	PTPRO
mismatch repair (GO:0006298)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	EXO1
negative regulation of mRNA catabolic process (GO:1902373)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	E2F1
negative regulation of myeloid leukocyte differentiation (GO:0002762)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	TLR4
negative regulation of transferase activity (GO:0051348)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	DTX3L
negative regulation of wound healing (GO:0061045)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	ALOX5
positive regulation of dephosphorylation (GO:0035306)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	LILRB2
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	TNFSF10
positive regulation of leukocyte migration (GO:0002687)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	IL6
protein K11-linked ubiquitination (GO:0070979)	1/29	0.5581148044255247	0.7205888853306669	0	0	1.2517405879319237	0.7300033383428806	UBE2C
positive regulation of catabolic process (GO:0009896)	2/67	0.558471130052103	0.7206654050565968	0	0	1.0783140909723188	0.6281744117754452	APOA2;DTL
regulation of JNK cascade (GO:0046328)	3/105	0.5607197144194083	0.7231823642644787	0	0	1.0306372549019607	0.59625881328517	SEMA3A;CARD9;NOD2
cellular protein modification process (GO:0006464)	28/1025	0.5624951514693358	0.7250867361661044	0	0	0.9831087189462124	0.5656539814740585	PTPRO;DAPP1;FSTL1;AURKB;HERC5;C4A;FCGR3A;GRK3;FUT7;ST8SIA4;CCL2;NEK2;JAK2;PLK4;PLK1;APOA2;EIF2AK2;ISG15;HASPIN;PARP14;PARP9;IL6;VCAN;MELK;CDK3;CDK1;BIRC5;DTL
protein-DNA complex assembly (GO:0065004)	4/143	0.5636610583668308	0.7260115452466821	0	0	1.00829100784708	0.5780554212532016	ORC6;RAD51;ORC1;DMC1
canonical Wnt signaling pathway (GO:0060070)	2/68	0.5665383194243974	0.7260115452466821	0	0	1.0619212011617074	0.6033948386817268	AMER1;WNT6
chromosome organization (GO:0051276)	3/106	0.5671656281124308	0.7260115452466821	0	0	1.020578303081469	0.5787739408704733	TOP2A;NUF2;NDC80
small GTPase mediated signal transduction (GO:0007264)	3/106	0.5671656281124308	0.7260115452466821	0	0	1.020578303081469	0.5787739408704733	CCNA2;RGL1;RIN2
artery morphogenesis (GO:0048844)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	PKD2
cardiac muscle cell action potential (GO:0086001)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	SLC8A1
chondroitin sulfate metabolic process (GO:0030204)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	VCAN
regulation of protein localization to membrane (GO:1905475)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	GBP1
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	TNFRSF10C
regulation of striated muscle contraction (GO:0006942)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	MYBPC3
regulation of vasoconstriction (GO:0019229)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	AVPR2
response to alcohol (GO:0097305)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	GRIN3A
snRNA 3'-end processing (GO:0034472)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	INTS6L
maintenance of blood-brain barrier (GO:0035633)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	IL6
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	PWP2
microtubule polymerization (GO:0046785)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	TPX2
negative regulation of interleukin-1 production (GO:0032692)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	CX3CR1
negative regulation of Notch signaling pathway (GO:0045746)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	DLL4
plasma membrane invagination (GO:0099024)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	AURKB
positive regulation of DNA recombination (GO:0045911)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	RAD51AP1
positive regulation of endopeptidase activity (GO:0010950)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	AIM2
positive regulation of lipid kinase activity (GO:0090218)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	NOD2
positive regulation of small GTPase mediated signal transduction (GO:0051057)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	JAK2
primary neural tube formation (GO:0014020)	1/30	0.5703948908656951	0.7260115452466821	0	0	1.2085148761359392	0.6784921164107032	STIL
cell chemotaxis (GO:0060326)	2/69	0.5744987550974793	0.7293218105005153	0	0	1.0460176513454427	0.5797629700526301	CX3CR1;CCR2
cellular response to calcium ion (GO:0071277)	2/69	0.5744987550974793	0.7293218105005153	0	0	1.0460176513454427	0.5797629700526301	CAPN3;PKD2
peptidyl-tyrosine phosphorylation (GO:0018108)	2/69	0.5744987550974793	0.7293218105005153	0	0	1.0460176513454427	0.5797629700526301	PKDCC;JAK2
positive regulation of MAP kinase activity (GO:0043406)	2/69	0.5744987550974793	0.7293218105005153	0	0	1.0460176513454427	0.5797629700526301	S100A12;NOD2
positive regulation of protein transport (GO:0051222)	2/69	0.5744987550974793	0.7293218105005153	0	0	1.0460176513454427	0.5797629700526301	KIF20B;APBB3
regulation of cellular senescence (GO:2000772)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	PNPT1
regulation of macrophage derived foam cell differentiation (GO:0010743)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	CETP
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	FSTL1
steroid hormone biosynthetic process (GO:0120178)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	TSPOAP1
triglyceride homeostasis (GO:0070328)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	CETP
tube closure (GO:0060606)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	STIL
vitamin transport (GO:0051180)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	SLC46A1
negative regulation of interleukin-6 production (GO:0032715)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	TLR4
negative regulation of response to DNA damage stimulus (GO:2001021)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	DDIAS
peptide cross-linking (GO:0018149)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	FCGR3A
phosphatidylethanolamine metabolic process (GO:0046337)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	LPIN3
positive regulation of protein targeting to mitochondrion (GO:1903955)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	RNF31
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	0.5823343075319233	0.7339149564052938	0	0	1.1681708784596871	0.6316423585987881	CDK5RAP3
positive regulation of cell-substrate adhesion (GO:0010811)	2/70	0.5823521397692459	0.7339149564052938	0	0	1.0305818529943622	0.5572149582180562	EMP2;JAK2
positive regulation of transcription, DNA-templated (GO:0045893)	32/1183	0.5863844511136707	0.7386130209770327	0	0	0.9724821545152358	0.519091178814471	CD86;DLX1;BLM;FOXE1;UHRF1;CD80;NLRC5;NOD2;BRCA1;FOXM1;MEOX2;BRCA2;PKD2;IFI16;E2F1;CD38;CAPN3;MYBL2;MYBL1;E2F8;DTX3L;STAT1;IFNB1;DDX58;ATAD2;PARP9;CXCL10;PLSCR1;IL6;PSRC1;TLR4;LPIN3
fatty acid biosynthetic process (GO:0006633)	2/71	0.5900982745901422	0.7429052486537026	0	0	1.0155934690882407	0.5356912165621387	ALOX5;LTC4S
positive regulation of intracellular protein transport (GO:0090316)	4/148	0.59088399977982	0.7435086013826988	0	0	0.9730288364589635	0.5119450705106801	RNF31;E2F1;KIF20B;GTSE1
aortic valve morphogenesis (GO:0003180)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	DLL4
axonemal dynein complex assembly (GO:0070286)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	DNAI3
regulation of chemotaxis (GO:0050920)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	GPR183
cardiac muscle tissue morphogenesis (GO:0055008)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	MYBPC3
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	BRCA1
RNA biosynthetic process (GO:0032774)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	TTF2
superoxide metabolic process (GO:0006801)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	CYBB
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	BRCA1
peptidyl-proline modification (GO:0018208)	1/32	0.5939424885634834	0.7438846036422357	0	0	1.1304297193431931	0.5889231190279808	PPWD1
cell morphogenesis involved in differentiation (GO:0000904)	2/72	0.5977370540000351	0.747479429383549	0	0	1.001033324722294	0.5151360841390861	KIF14;ANTXR1
negative regulation of supramolecular fiber organization (GO:1902904)	2/72	0.5977370540000351	0.747479429383549	0	0	1.001033324722294	0.5151360841390861	TPX2;STMN1
positive regulation of protein secretion (GO:0050714)	2/72	0.5977370540000351	0.747479429383549	0	0	1.001033324722294	0.5151360841390861	TLR4;APBB3
brain development (GO:0007420)	4/150	0.6014896339558666	0.7510901718260913	0	0	0.959600228724859	0.4878089161575204	CX3CR1;CENPF;HESX1;CDK5RAP3
apoptotic mitochondrial changes (GO:0008637)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	IFIT2
regulation of cholesterol efflux (GO:0010874)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	CETP
regulation of histone acetylation (GO:0035065)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	BRCA1
RNA stabilization (GO:0043489)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	E2F1
signal transduction by p53 class mediator (GO:0072331)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	IFI16
vasculogenesis (GO:0001570)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	ITGB8
muscle cell development (GO:0055001)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	SLC8A1
negative regulation of smooth muscle cell proliferation (GO:0048662)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	PTGIR
neuron projection extension (GO:1990138)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	SEMA3A
positive regulation of cholesterol transport (GO:0032376)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	CETP
positive regulation of histone modification (GO:0031058)	1/33	0.6052286074028693	0.7510901718260913	0	0	1.0950473826714802	0.5498769797509216	BRCA1
regulation of hydrolase activity (GO:0051336)	2/73	0.6052684608079177	0.7510901718260913	0	0	0.9868833252680641	0.4954975207075576	FGD4;CDK5RAP3
negative regulation of cell adhesion (GO:0007162)	2/73	0.6052684608079177	0.7510901718260913	0	0	0.9868833252680641	0.4954975207075576	MUC1;PTPRO
positive regulation of synaptic transmission (GO:0050806)	2/73	0.6052684608079177	0.7510901718260913	0	0	0.9868833252680641	0.4954975207075576	CCL2;CCR2
positive regulation of metabolic process (GO:0009893)	3/113	0.6106222950962995	0.7573464662083961	0	0	0.9552865612648221	0.4712205890490237	CLEC7A;JAK2;CCR2
regulation of cell adhesion mediated by integrin (GO:0033628)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	MUC1
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	DLL4
central nervous system neuron differentiation (GO:0021953)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	CEND1
epithelial tube morphogenesis (GO:0060562)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	PKD2
response to steroid hormone (GO:0048545)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	PAQR8
termination of RNA polymerase II transcription (GO:0006369)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	TTF2
neural tube closure (GO:0001843)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	STIL
organelle disassembly (GO:1903008)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	CDK1
organic cyclic compound biosynthetic process (GO:1901362)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	ALOX5
phosphatidylserine metabolic process (GO:0006658)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	PLSCR1
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	E2F1
positive regulation of protein dephosphorylation (GO:0035307)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	LILRB2
protein insertion into membrane (GO:0051205)	1/34	0.6162015836933055	0.7589241981192136	0	0	1.061809430040477	0.5141080819587195	RTP4
histone modification (GO:0016570)	3/114	0.6165868072930627	0.7589241981192136	0	0	0.9466314140227183	0.4577494511696975	CCNA2;UHRF1;AURKB
